Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Total
2018,1,Ciutat Vella,1,el Raval,1,611
2018,1,Ciutat Vella,1,el Raval,2,365
2018,1,Ciutat Vella,1,el Raval,3,726
2018,1,Ciutat Vella,1,el Raval,4,831
2018,1,Ciutat Vella,1,el Raval,5,627
2018,1,Ciutat Vella,1,el Raval,6,410
2018,1,Ciutat Vella,1,el Raval,7,454
2018,1,Ciutat Vella,1,el Raval,8,630
2018,1,Ciutat Vella,1,el Raval,9,476
2018,1,Ciutat Vella,1,el Raval,10,536
2018,1,Ciutat Vella,1,el Raval,11,693
2018,1,Ciutat Vella,1,el Raval,12,425
2018,1,Ciutat Vella,1,el Raval,13,351
2018,1,Ciutat Vella,1,el Raval,14,355
2018,1,Ciutat Vella,1,el Raval,15,484
2018,1,Ciutat Vella,1,el Raval,16,427
2018,1,Ciutat Vella,1,el Raval,17,515
2018,1,Ciutat Vella,1,el Raval,18,390
2018,1,Ciutat Vella,1,el Raval,19,672
2018,1,Ciutat Vella,1,el Raval,20,661
2018,1,Ciutat Vella,1,el Raval,21,788
2018,1,Ciutat Vella,2,el Gòtic,22,474
2018,1,Ciutat Vella,2,el Gòtic,23,886
2018,1,Ciutat Vella,2,el Gòtic,25,4365
2018,1,Ciutat Vella,2,el Gòtic,26,1938
2018,1,Ciutat Vella,2,el Gòtic,27,1523
2018,1,Ciutat Vella,2,el Gòtic,28,645
2018,1,Ciutat Vella,2,el Gòtic,29,456
2018,1,Ciutat Vella,2,el Gòtic,30,1313
2018,1,Ciutat Vella,2,el Gòtic,31,810
2018,1,Ciutat Vella,3,la Barceloneta,32,1202
2018,1,Ciutat Vella,3,la Barceloneta,33,414
2018,1,Ciutat Vella,3,la Barceloneta,34,379
2018,1,Ciutat Vella,3,la Barceloneta,35,452
2018,1,Ciutat Vella,3,la Barceloneta,36,622
2018,1,Ciutat Vella,3,la Barceloneta,37,561
2018,1,Ciutat Vella,3,la Barceloneta,38,496
2018,1,Ciutat Vella,3,la Barceloneta,39,517
2018,1,Ciutat Vella,3,la Barceloneta,40,451
2018,1,Ciutat Vella,3,la Barceloneta,41,566
2018,1,Ciutat Vella,3,la Barceloneta,42,683
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,3160
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,689
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,642
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,650
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,573
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,610
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,538
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,431
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,461
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,1019
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,589
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,423
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,530
2018,2,Eixample,5,el Fort Pienc,1,772
2018,2,Eixample,5,el Fort Pienc,2,767
2018,2,Eixample,5,el Fort Pienc,3,490
2018,2,Eixample,5,el Fort Pienc,4,652
2018,2,Eixample,5,el Fort Pienc,5,1110
2018,2,Eixample,5,el Fort Pienc,6,811
2018,2,Eixample,5,el Fort Pienc,7,637
2018,2,Eixample,5,el Fort Pienc,8,968
2018,2,Eixample,5,el Fort Pienc,9,904
2018,2,Eixample,5,el Fort Pienc,10,593
2018,2,Eixample,5,el Fort Pienc,11,587
2018,2,Eixample,5,el Fort Pienc,12,729
2018,2,Eixample,5,el Fort Pienc,13,615
2018,2,Eixample,5,el Fort Pienc,14,514
2018,2,Eixample,5,el Fort Pienc,15,686
2018,2,Eixample,5,el Fort Pienc,16,980
2018,2,Eixample,5,el Fort Pienc,17,979
2018,2,Eixample,5,el Fort Pienc,18,967
2018,2,Eixample,5,el Fort Pienc,19,970
2018,2,Eixample,5,el Fort Pienc,20,634
2018,2,Eixample,6,la Sagrada Família,21,621
2018,2,Eixample,6,la Sagrada Família,22,601
2018,2,Eixample,6,la Sagrada Família,23,529
2018,2,Eixample,6,la Sagrada Família,24,523
2018,2,Eixample,6,la Sagrada Família,25,469
2018,2,Eixample,6,la Sagrada Família,26,893
2018,2,Eixample,6,la Sagrada Família,27,852
2018,2,Eixample,6,la Sagrada Família,28,1018
2018,2,Eixample,6,la Sagrada Família,29,566
2018,2,Eixample,6,la Sagrada Família,30,492
2018,2,Eixample,6,la Sagrada Família,31,498
2018,2,Eixample,6,la Sagrada Família,32,517
2018,2,Eixample,6,la Sagrada Família,33,543
2018,2,Eixample,6,la Sagrada Família,34,491
2018,2,Eixample,6,la Sagrada Família,35,553
2018,2,Eixample,6,la Sagrada Família,36,587
2018,2,Eixample,6,la Sagrada Família,37,605
2018,2,Eixample,6,la Sagrada Família,38,1115
2018,2,Eixample,6,la Sagrada Família,39,678
2018,2,Eixample,6,la Sagrada Família,40,718
2018,2,Eixample,6,la Sagrada Família,41,787
2018,2,Eixample,6,la Sagrada Família,42,858
2018,2,Eixample,6,la Sagrada Família,43,656
2018,2,Eixample,6,la Sagrada Família,44,604
2018,2,Eixample,6,la Sagrada Família,45,555
2018,2,Eixample,6,la Sagrada Família,46,730
2018,2,Eixample,6,la Sagrada Família,47,844
2018,2,Eixample,6,la Sagrada Família,48,504
2018,2,Eixample,6,la Sagrada Família,49,860
2018,2,Eixample,6,la Sagrada Família,50,774
2018,2,Eixample,6,la Sagrada Família,51,892
2018,2,Eixample,6,la Sagrada Família,52,831
2018,2,Eixample,6,la Sagrada Família,53,793
2018,2,Eixample,6,la Sagrada Família,54,931
2018,2,Eixample,7,la Dreta de l'Eixample,55,845
2018,2,Eixample,7,la Dreta de l'Eixample,56,717
2018,2,Eixample,7,la Dreta de l'Eixample,57,717
2018,2,Eixample,7,la Dreta de l'Eixample,58,730
2018,2,Eixample,7,la Dreta de l'Eixample,59,911
2018,2,Eixample,7,la Dreta de l'Eixample,60,906
2018,2,Eixample,7,la Dreta de l'Eixample,61,719
2018,2,Eixample,7,la Dreta de l'Eixample,62,841
2018,2,Eixample,7,la Dreta de l'Eixample,63,821
2018,2,Eixample,7,la Dreta de l'Eixample,64,767
2018,2,Eixample,7,la Dreta de l'Eixample,65,977
2018,2,Eixample,7,la Dreta de l'Eixample,66,956
2018,2,Eixample,7,la Dreta de l'Eixample,67,812
2018,2,Eixample,7,la Dreta de l'Eixample,68,1183
2018,2,Eixample,7,la Dreta de l'Eixample,69,757
2018,2,Eixample,7,la Dreta de l'Eixample,70,831
