Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Total
2020,1,Ciutat Vella,1,el Raval,1,1291
2020,1,Ciutat Vella,1,el Raval,2,390
2020,1,Ciutat Vella,1,el Raval,3,763
2020,1,Ciutat Vella,1,el Raval,4,839
2020,1,Ciutat Vella,1,el Raval,5,654
2020,1,Ciutat Vella,1,el Raval,6,414
2020,1,Ciutat Vella,1,el Raval,7,450
2020,1,Ciutat Vella,1,el Raval,8,645
2020,1,Ciutat Vella,1,el Raval,9,497
2020,1,Ciutat Vella,1,el Raval,10,502
2020,1,Ciutat Vella,1,el Raval,11,680
2020,1,Ciutat Vella,1,el Raval,12,434
2020,1,Ciutat Vella,1,el Raval,13,341
2020,1,Ciutat Vella,1,el Raval,14,349
2020,1,Ciutat Vella,1,el Raval,15,489
2020,1,Ciutat Vella,1,el Raval,16,389
2020,1,Ciutat Vella,1,el Raval,17,521
2020,1,Ciutat Vella,1,el Raval,18,395
2020,1,Ciutat Vella,1,el Raval,19,680
2020,1,Ciutat Vella,1,el Raval,20,630
2020,1,Ciutat Vella,1,el Raval,21,871
2020,1,Ciutat Vella,2,el Gòtic,22,485
2020,1,Ciutat Vella,2,el Gòtic,23,871
2020,1,Ciutat Vella,2,el Gòtic,25,4105
2020,1,Ciutat Vella,2,el Gòtic,26,1693
2020,1,Ciutat Vella,2,el Gòtic,27,1631
2020,1,Ciutat Vella,2,el Gòtic,28,612
2020,1,Ciutat Vella,2,el Gòtic,29,468
2020,1,Ciutat Vella,2,el Gòtic,30,1273
2020,1,Ciutat Vella,2,el Gòtic,31,789
2020,1,Ciutat Vella,3,la Barceloneta,32,1102
2020,1,Ciutat Vella,3,la Barceloneta,33,414
2020,1,Ciutat Vella,3,la Barceloneta,34,370
2020,1,Ciutat Vella,3,la Barceloneta,35,459
2020,1,Ciutat Vella,3,la Barceloneta,36,551
2020,1,Ciutat Vella,3,la Barceloneta,37,547
2020,1,Ciutat Vella,3,la Barceloneta,38,480
2020,1,Ciutat Vella,3,la Barceloneta,39,486
2020,1,Ciutat Vella,3,la Barceloneta,40,442
2020,1,Ciutat Vella,3,la Barceloneta,41,566
2020,1,Ciutat Vella,3,la Barceloneta,42,643
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,5308
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,625
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,641
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,634
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,572
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,607
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,510
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,448
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,446
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,1029
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,582
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,409
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,509
2020,2,Eixample,5,el Fort Pienc,1,744
2020,2,Eixample,5,el Fort Pienc,2,730
2020,2,Eixample,5,el Fort Pienc,3,487
2020,2,Eixample,5,el Fort Pienc,4,640
2020,2,Eixample,5,el Fort Pienc,5,1050
2020,2,Eixample,5,el Fort Pienc,6,775
2020,2,Eixample,5,el Fort Pienc,7,584
2020,2,Eixample,5,el Fort Pienc,8,949
2020,2,Eixample,5,el Fort Pienc,9,891
2020,2,Eixample,5,el Fort Pienc,10,565
2020,2,Eixample,5,el Fort Pienc,11,540
2020,2,Eixample,5,el Fort Pienc,12,726
2020,2,Eixample,5,el Fort Pienc,13,614
2020,2,Eixample,5,el Fort Pienc,14,496
